Age Range,Work Industry,Job title,"If your job title needs additional context, please clarify here:",Annual Salary,Additional monetary compensation,"If your income needs additional context, please provide it here:",State,City,years of professional work experience,years of professional work experience in field,highest level of education completed,Gender,Race
45-54,"Accounting, Banking & Finance",Accounting Supervisor,,76000,7600,,Illinois,Naperville,21-30 years,21-30 years,College degree,Woman,White
25-34,Retail,Associate,,29120,0,,Oregon,Hillsboro,5-7 years,2-4 years,College degree,Woman,White
25-34,Computing or Tech,Software engineer,,265000,,,Texas,Austin,8-10 years,5-7 years,College degree,Woman,Asian or Asian American
25-34,Computing or Tech,Cloud Security Advisor,,134500,6725,,Virginia,Vienna,11-20 years,5-7 years,College degree,Woman,Asian or Asian American
35-44,Computing or Tech,Analytics Manager,Data Analyst III,120000,20000,,Illinois,Chicago,11-20 years,5-7 years,College degree,Woman,White
25-34,Nonprofits,Consultant,,130000,0,,California,San Francisco,11-20 years,11-20 years,Master's degree,Woman,"Black or African American, White"
25-34,"Accounting, Banking & Finance",Brokerage Risk Specialist,,104500,,,Florida,Orlando,8-10 years,5-7 years,College degree,Woman,Middle Eastern or Northern African
25-34,Social Work,Licensed independent clinical social worker (LICSW),Employed by county,72000,0,,Washington,Seattle,8-10 years,5-7 years,"Professional degree (MD, JD, etc.)",Non-binary,White
25-34,Pharmaceuticals,Senior Quality Assurance Representative,,84000,8400,,Indiana,Indianapolis,11-20 years,5-7 years,College degree,Woman,White
25-34,Engineering or Manufacturing,HSE Manager,,82500,0,,Ohio,Columbus,11-20 years,8-10 years,Some college,Woman,White
55-64,Nonprofits,Program Director,,71350,,,Ohio,Cleveland,21-30 years,21-30 years,Master's degree,Woman,White
35-44,Business or Consulting,Executive Assistant,,87000,1000,,New York,New York,11-20 years,11-20 years,College degree,Woman,White
25-34,Nonprofits,Social Media Manager,,40000,0,,Indiana,Indianapolis,5-7 years,5-7 years,College degree,Woman,White
25-34,Sales,Administrative Assistant,,34320,,,Michigan,Clawson,8-10 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
25-34,Recruitment or HR,Senior Manager of Employee Success,"I'm a one person HR shop, we're about to add a recruiter.",85000,6000,,District of Columbia,Washington,8-10 years,2-4 years,Master's degree,Woman,White
45-54,Insurance,Medical Consultant,Physician at disability insurance company,202000,60000,,Tennessee,Chattanooga,21-30 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White
35-44,Computing or Tech,Software Dev,,63000,,,Florida,Jacksonville,21-30 years,2-4 years,College degree,Man,White
25-34,Government and Public Administration,Security Technical Consultant,basically a security engineer for a government agency,70000,0,,Wisconsin,Madison,8-10 years,2-4 years,Some college,Man,White
25-34,"Marketing, Advertising & PR",Social Community Specialist,,51000,,,North Carolina,Durham,5-7 years,5-7 years,College degree,Woman,White
55-64,Computing or Tech,Engineering Manager,,170000,30000,Around 80000 in stock,Washington,Seattle,31-40 years,31-40 years,PhD,Man,White
35-44,Insurance,Insurance agent,,45000,0,,North Carolina,Raleigh,11-20 years,11-20 years,College degree,Woman,White
25-34,Nonprofits,Program Director,,95000,,,California,San Francisco,8-10 years,5-7 years,Master's degree,Woman,Another option not listed here or prefer not to answer
35-44,Insurance,Underwriting supervisor,,80000,10000,,Oklahoma,Tulsa,11-20 years,11-20 years,Master's degree,Man,White
25-34,Health care,Assistant Operations Manager,,60000,3000,,Utah,Salt Lake,5-7 years,5-7 years,College degree,Woman,"Middle Eastern or Northern African, White"
35-44,Government and Public Administration,Program Specialist,,52000,0,,Texas,Austin,11-20 years,11-20 years,Master's degree,Woman,White
25-34,"Marketing, Advertising & PR",Vice President,,105000,,,Massachusetts,Boston,11-20 years,11-20 years,College degree,Woman,Middle Eastern or Northern African
35-44,"Marketing, Advertising & PR",Senior Media Specialist/Strategist,Most equivalent to Vice President with in public relations agencies,150000,,,New York,New York,11-20 years,11-20 years,College degree,Woman,White
25-34,Government and Public Administration,Division Assistant Administrator,I oversee administrative operations and communications for a government agency,96000,,,Ohio,Columbus,8-10 years,5-7 years,Master's degree,Woman,White
25-34,Hospital,Manager of Library Services,Medical librarian,77500,,,Massachusetts,Boston,5-7 years,2-4 years,Master's degree,Woman,White
45-54,Education (Primary/Secondary),Administrative coordinator,,56971,,I work 27 hours a week at $27.39 per hour.,Massachusetts,Newton,21-30 years,11-20 years,College degree,Woman,White
25-34,Education (Higher Education),Business Intelligence Analyst,,77000,,,New Jersey,Glassboro,5-7 years,5-7 years,College degree,Man,White
25-34,Nonprofits,Outreach Associate,entry to mid level outreach/client management,64000,,,Illinois,Chicago,8-10 years,8-10 years,College degree,Woman,White
55-64,Computing or Tech,Principal Engineer,,215000,,,Oregon,Portland,31-40 years,21-30 years,Master's degree,Man,White
35-44,"Accounting, Banking & Finance",Senior Reporting Analyst,,66000,0,,Ohio,Akron,11-20 years,8-10 years,College degree,Woman,White
25-34,Nonprofits,Donor Relations Officer,,55000,,,Pennsylvania,Philadelphia,2-4 years,2-4 years,College degree,Man,White
35-44,Recruitment or HR,"Vice President, Human Resources",,145000,10000,,New York,New York,11-20 years,8-10 years,"Professional degree (MD, JD, etc.)",Woman,White
25-34,Nonprofits,Program Coordinator,,48000,0,,New York,New York,2-4 years,2-4 years,College degree,Woman,White
35-44,Translation,Operations (Other),,75000,5000,,New York,New York,8-10 years,5-7 years,College degree,Other or prefer not to answer,White
25-34,Oil & Gas,Pension Administrator,HR Retirement Plans Administrator,82000,8200,,Oklahoma,Tulsa,8-10 years,5-7 years,College degree,Woman,White
35-44,Media & Digital,Senior Software Engineer,,123600,0,,Oregon,Portland,11-20 years,5-7 years,College degree,Woman,White
45-54,Government and Public Administration,HR Specialist,,41040,,,Kentucky,Frankfort,11-20 years,2-4 years,Master's degree,Woman,White
35-44,Computing or Tech,Lead Mechanical Engineer,,185000,0,,California,Berkeley,11-20 years,11-20 years,Master's degree,Man,White
45-54,Media & Digital,Vice President Business Development,,185000,34000,,New York,New York,21-30 years,21-30 years,Some college,Man,Another option not listed here or prefer not to answer
35-44,Health care,Marketing Manager,,108000,,,"Texas, Virginia",Richmond,11-20 years,11-20 years,Master's degree,Woman,White
35-44,Law,Partner,,400000,0,"Distribution, varies by year",Texas,Austin,11-20 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White
25-34,Computing or Tech,Web Developer,,74620,,,California,Los Angeles,5-7 years,2-4 years,Some college,Man,"Hispanic, Latino, or Spanish origin, White"
35-44,Education (Higher Education),Faculty,,66000,,,Washington,Seattle,11-20 years,11-20 years,College degree,Man,White
35-44,Health care,Healthcare rep,Help patients get insurance,41600,0,,Indiana,Ft Wayne,5-7 years,2-4 years,Some college,Woman,White
35-44,"Accounting, Banking & Finance",Cash Posting,,37500,3000,,Wisconsin,Madison,21-30 years,8-10 years,High School,Woman,White
35-44,Law,Trademark Paralegal Manager,,100000,5000,,Colorado,Denver,11-20 years,11-20 years,College degree,Woman,White
35-44,Computing or Tech,Principal Business Analyst,Technical Product Manager,125000,6000,,California,San Francisco,11-20 years,11-20 years,Some college,Man,White
25-34,Government and Public Administration,Desk Clerk,"I work at a library, but am not an official librarian.",20500,0,,Illinois,Chicago Area,5-7 years,1 year or less,College degree,Woman,White
25-34,Social Work,Therapist,"I have 2 jobs: 3 days / week at a small group private practice where I make 65% of whatever I bill from clients, an average of 60 / individual therapy hour. 2 days / week large community mental health where I get 35 / individual hour adult client, 38 / individual hour child client. Very complicated!",35000,0,"1 job is w-2, one is i-9","Delaware, Pennsylvania",Wilmington,5-7 years,2-4 years,Master's degree,Non-binary,White
45-54,Education (Higher Education),Director,Lead administrative office at a private institution of higher education,120000,0,,Massachusetts,Boston,21-30 years,11-20 years,Master's degree,Woman,White
25-34,Engineering or Manufacturing,HR Assistant,,43000,,,Minnesota,Minneapolis,2-4 years,2-4 years,College degree,Non-binary,White
25-34,Engineering or Manufacturing,Systems Engineer,Level 2,96000,0,,California,Mountain View,2-4 years,2-4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
35-44,Government and Public Administration,Physical Scientist,,85500,,,Maryland,Gaithersburg,11-20 years,11-20 years,Master's degree,Woman,White
18-24,Retail,E-commerce Specialist,Assistant level,58500,0,,New York,New York,5-7 years,2-4 years,College degree,Woman,White
25-34,"Accounting, Banking & Finance",Experienced Senior Auditor,,84000,0,,California,Los Angeles,8-10 years,2-4 years,College degree,Woman,Asian or Asian American
18-24,Recruitment or HR,Associate Recruiter,,42000,7000,additional $7000 is in commission,Pennsylvania,Philadelphia,2-4 years,2-4 years,College degree,Woman,White
25-34,"Marketing, Advertising & PR",Senior Media Manager,Agency side,77000,,,Georgia,Atlanta,5-7 years,5-7 years,College degree,Woman,White
35-44,Health care,Organizational Development Consultant,,99000,,,Oregon,Portland,11-20 years,8-10 years,Master's degree,Woman,Another option not listed here or prefer not to answer
35-44,Nonprofits,"Director, Development",,125000,,,New York,New York,11-20 years,11-20 years,College degree,Woman,White
35-44,Health care,Manager Talent Acquisition,,84500,,,New York,Buffalo,11-20 years,11-20 years,College degree,Woman,White
35-44,Nonprofits,Adminitrative Assistant,,52000,2500,,Minnesota,Minneapolis,5-7 years,5-7 years,College degree,Man,White
35-44,"Marketing, Advertising & PR",Multimedia Content Coordinator,Social media coordinator and marketing writer and editor,36316,3684,,Washington,Spokane,8-10 years,5-7 years,College degree,Woman,White
35-44,Engineering or Manufacturing,Senior Manufacturing Engineer,,103500,15000,,Texas,Austin,11-20 years,11-20 years,College degree,Woman,White
25-34,"Accounting, Banking & Finance",Virtual Executive Assistant,,58900,2000,,Texas,Dallas,8-10 years,8-10 years,Some college,Woman,White
25-34,Computing or Tech,Senior Business Analyst,,72000,,,Massachusetts,Ipswich,8-10 years,8-10 years,Master's degree,Woman,White
25-34,Computing or Tech,Geospatial Analyst,I make maps for the government,36550,2000,,Tennessee,Murfreesboro,8-10 years,1 year or less,College degree,Woman,White
25-34,"Accounting, Banking & Finance",Risk Professional,,90000,7500,,Pennsylvania,Devon,11-20 years,11-20 years,Master's degree,Woman,White
35-44,Academic research,Research Analyst,,63500,,,Arizona,Tucson,11-20 years,11-20 years,College degree,Man,White
35-44,"Accounting, Banking & Finance",Director of Marketing,,40000,1000,,Pennsylvania,Pittsburgh,11-20 years,5-7 years,College degree,Woman,White
25-34,Sales,Medical Device Sales Rep,,50000,200000,Fluctuates from year to year but this is average,California,San Francisco,8-10 years,8-10 years,College degree,Woman,White
35-44,Health care,Director,External Communications,135000,18000,,Minnesota,Minneapolis,11-20 years,2-4 years,College degree,Woman,White
45-54,Health care,RN,,100000,20000,,Oregon,Portland,11-20 years,5-7 years,College degree,Woman,White
25-34,Education (Primary/Secondary),Program Coordinator,,85000,,,Washington,Seattle,8-10 years,8-10 years,Master's degree,Woman,White
35-44,Law,Senior Manager of Attorney Development & Training,,240000,10000,,New York,New York,11-20 years,11-20 years,Master's degree,Woman,White
25-34,Transport or Logistics,Project Manager,I work for a direct-mail/fulfillment/marketing job.,29250,5000,,Kentucky,Lexington,11-20 years,5-7 years,College degree,Man,White
35-44,Education (Primary/Secondary),School Counselor,,51000,0,,New Mexico,Albuquerque,11-20 years,2-4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
35-44,Law,Associate,,177500,15000,,Ohio,Columbus,11-20 years,8-10 years,"Professional degree (MD, JD, etc.)",Man,"Black or African American, White"
35-44,Art & Design,Graphic Designer,,60000,0,,"Arizona, Washington",Kent,11-20 years,2-4 years,Master's degree,Woman,White
45-54,Business or Consulting,Virtual Assistant,,125000,7000,,Florida,Tampa,21-30 years,21-30 years,Some college,Woman,White
25-34,"Marketing, Advertising & PR",Digital Marketing Manager,,85000,15000,,Ohio,Cleveland,8-10 years,5-7 years,College degree,Woman,White
35-44,Recruitment or HR,Corporate Human Resources Director,,118560,,,Louisiana,Baton Rouge,11-20 years,11-20 years,Some college,Woman,White
25-34,Education (Primary/Secondary),6th Grade ELA/History Teacher,,51000,0,,Texas,Katy,8-10 years,8-10 years,College degree,Woman,White
45-54,Health care,Outpatient hospital social worker,Provide psychotherapy,85000,0,,Massachusetts,Boston,21-30 years,11-20 years,Master's degree,Woman,White
55-64,Government and Public Administration,Staff Analyst,HR rep for government department,75000,0,,California,Fresno,21-30 years,11-20 years,Master's degree,Woman,White
25-34,Business or Consulting,Project Manager,,70000,,,Connecticut,Middletown,8-10 years,8-10 years,College degree,Woman,White
25-34,Government and Public Administration,Human Resources Analyst,HR Business Partner,76000,0,,Nevada,Reno,5-7 years,2-4 years,Master's degree,Woman,White
25-34,"Accounting, Banking & Finance",Associate,"I do bookkeeping, payroll, and all the support staff functions. We're a 2- person company.",38480,3000,,California,San Diego,8-10 years,8-10 years,Some college,Woman,"Middle Eastern or Northern African, White"
